categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
java,hadoop,bigdata,gitlab,kafka,"java,hadoop,bigdata,gitlab,kafka","LEAD DEVELOPER at eMundo GmbH (Ingolstadt, Deutschland)"
automation,python,jenkins,docker,continuous-integration,"automation,python,jenkins,docker,continuous-integration","TestOps Engineer to develop decision-making AI at PROWLER.io (Cambridge, UK)"
ruby-on-rails,ruby,postgresql,sql,amazon-web-services,"ruby-on-rails,ruby,postgresql,sql,amazon-web-services","Sr. Platform Engineer that loves AI at Mighty AI (Seattle, WA)"
python,database,analytics,,,"python,database,analytics,,","Machine Learning Scientists and Research Engineers at Fetch.AI (Cambridge, UK)"
c++,stl,multithreading,machine-learning,,"c++,stl,multithreading,machine-learning,","Software Engineers at Fetch.AI (Cambridge, UK)"
ruby,sql,java,python,,"ruby,sql,java,python,","Sr. Engineer that Love Data Science at Mighty AI (Seattle, WA)"
java,apache-spark,apache-storm,cassandra,scala,"java,apache-spark,apache-storm,cassandra,scala","Commonwealth Bank - Specialist Software Engineer - Big Data Analytics at Hays plc (Sydney, Australia)"
java,scala,microservices,,,"java,scala,microservices,,","Big Data Engineer, Backend at Numbrs (Zürich, Schweiz)"
apache-flink,distributed-system,bigdata,,,"apache-flink,distributed-system,bigdata,,","Senior Distributed Systems Engineer at data Artisans (Berlin, Germany)"
machine-learning,data-science,scala,java,apache-spark,"machine-learning,data-science,scala,java,apache-spark","Engineering Lead - Data Science at Zalando SE (Berlin, Germany)"
hadoop,python,,,,"hadoop,python,,,","Senior Data Engineer at numberly (1000mercis Group) (Paris-9E-Arrondissement, France)"
java,machine-learning,docker,kotlin,bamboo,"java,machine-learning,docker,kotlin,bamboo","Backend Developer (Java) (m/f) - High Availability Core Technology (Hamburg) at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)"
node.js,reactjs,elasticsearch,google-cloud-platform,redux,"node.js,reactjs,elasticsearch,google-cloud-platform,redux","Node.js Software Engineer at Zoover & Weeronline (Amsterdam, Netherlands)"
hadoop,spark,,,,"hadoop,spark,,,","Big Data Engineer - Digital Wealth at BlackRock (San Francisco, CA)"
vba,excel,sql,git,api,"vba,excel,sql,git,api","Application Engineer (VBA) - Retail Operations at Zalando SE (Berlin, Deutschland)"
ios,swift,objective-c,xcode,machine-learning,"ios,swift,objective-c,xcode,machine-learning","Jnr iOS Developer Role. Learn, Develop, Grow, Progress. at Lionheart Applications (Bristol, UK)"
linux,ansible,devops,docker,automation,"linux,ansible,devops,docker,automation","Operations (devops) engineer for cutting-edge AI platform at PROWLER.io (Cambridge, UK)"
c#-4.0,sql-server,mvvm,wpf,excel-vba,"c#-4.0,sql-server,mvvm,wpf,excel-vba","C# Developer at Trailstone GmbH (Berlin, Germany)"
elasticsearch,cloud,security,,,"elasticsearch,cloud,security,,",Principal Security Engineer at Elastic () (allows remote)
r,machine-learning,tensorflow,python,nlp,"r,machine-learning,tensorflow,python,nlp","SENIOR DATA SCIENTIST/machine learning /tensorflow /python /java /algorithms at Sixt GmbH & Co. Autovermietung KG (München, Deutschland)"
python,amazon-web-services,amazon-ec2,amazon-redshift,sql,"python,amazon-web-services,amazon-ec2,amazon-redshift,sql","Python Data Engineer at SRS Investment Management (New York, NY)"
java,amazon-web-services,elasticsearch,spring,postgresql,"java,amazon-web-services,elasticsearch,spring,postgresql","Java Developer at Picnic (Amsterdam, Netherlands)"
java,python,amazon-web-services,elasticsearch,postgresql,"java,python,amazon-web-services,elasticsearch,postgresql","Software Engineer at Picnic (Amsterdam, Netherlands)"
python,javascript,bigdata,cloud,,"python,javascript,bigdata,cloud,","Senior Software Developer at SynerScope (Helvoirt, Netherlands)"
python,c++,sql,c,linux,"python,c++,sql,c,linux","Utvecklare - Machine Learning at Neodev (Malmö, Sweden)"
java,hadoop,mysql,,,"java,hadoop,mysql,,","Software Engineer - Backend at Uber (San Francisco, CA)"
security,threat-model,,,,"security,threat-model,,,","Information Security Analyst at Wikimedia Foundation, Inc. (San Francisco, CA) (allows remote)"
python,devops,aws,cumulocity,data-warehouse,"python,devops,aws,cumulocity,data-warehouse","DevOps Datamining Platform for IoT (m/w) at fos4X GmbH (München, Deutschland)"
python,matlab,,,,"python,matlab,,,","Masterarbeit (m/w) Digital Business at fos4X GmbH (München, Deutschland)"
python,rest,amazon-web-services,docker,api,"python,rest,amazon-web-services,docker,api","Data Backend Engineer (Python) - Retail Operations at Zalando SE (Berlin, Deutschland)"
ruby-on-rails,reactjs,python,tensorflow,postgresql,"ruby-on-rails,reactjs,python,tensorflow,postgresql","Senior Full Stack Software Engineer at Sodatone Music (Toronto, ON, Canada)"
java,elasticsearch,mongodb,javascript,node.js,"java,elasticsearch,mongodb,javascript,node.js","Senior Software Engineer at Captivation Software (Fort Meade, MD)"
c++,c#,visual-studio,machine-learning,image-processing,"c++,c#,visual-studio,machine-learning,image-processing","Senior Software Engineer C++ at CellaVision (Lund, Sweden)"
mongodb,elasticsearch,angularjs,javascript,c#,"mongodb,elasticsearch,angularjs,javascript,c#","Mid-Senior Full Stack Developer at Vertmarkets Inc. (Horsham, PA)"
amazon-web-services,node.js,ruby,hadoop,c#,"amazon-web-services,node.js,ruby,hadoop,c#","Software Architect - Consumer Platform at careerbuilder (Norcross, GA)"
r,data-science,google-cloud-platform,linux,geospatial,"r,data-science,google-cloud-platform,linux,geospatial","Scientific Computing Lead - Data Engineer at Woods Hole Research Center (Falmouth, MA)"
php,mysql,javascript,elasticsearch,redis,"php,mysql,javascript,elasticsearch,redis","Software Developer Professional Services Team at OXID eSales AG (Freiburg im Breisgau, Deutschland)"
sql-server,powerbi,tableau,,,"sql-server,powerbi,tableau,,","Client Success Analyst (Data Visualization) at MMIT (Managed Markets Insight & Technology) (Morrisville, PA)"
apache-kafka,java,amazon-web-services,apache-spark,,"apache-kafka,java,amazon-web-services,apache-spark,","Data Engineer - Java/Scala/Python (M/F/X) at FlixBus (München, Germany)"
python,tableau,r,sysadmin,,"python,tableau,r,sysadmin,","Data Scientist (m|w) at Interhyp Gruppe (München, Deutschland)"
python,django,cassandra,elasticsearch,graph-theory,"python,django,cassandra,elasticsearch,graph-theory","Python Developer at INCOPRO-IP (London, UK)"
c#,automation,.net,software-design,matlab,"c#,automation,.net,software-design,matlab","Software Engineer in Automation at Sonova AG (Warsaw, Poland)"
apache-spark,scala,hadoop,spark,exasolution,"apache-spark,scala,hadoop,spark,exasolution","Big Data Architect (m/f) for the evolution of our media big data platform at ProSiebenSat.1 Media SE (Munich, Germany)"
data-warehouse,sql,etl,python,shiny,"data-warehouse,sql,etl,python,shiny","Data Scientist (m/w) München at birkle IT AG (München, Deutschland)"
d3.js,python,javascript,,,"d3.js,python,javascript,,","Tooling & Data Visualization Engineer at TGS (Irvine, CA)"
r,python,project-management,machine-learning,data-analysis,"r,python,project-management,machine-learning,data-analysis","Data Scientist/Project Manager at GROUND Inc. (Tokyo, Japan)"
nosql,google-cloud-platform,,,,"nosql,google-cloud-platform,,,","Applications Architect (Big Data & Advanced Analytics) at UPS (Wayne, NJ)"
python,scala,apache-spark,reactjs,django,"python,scala,apache-spark,reactjs,django","Senior Software Engineer at OM1 (Boston, MA)"
machine-learning,deep-learning,pytorch,python,opencv,"machine-learning,deep-learning,pytorch,python,opencv","Machine Learning Scientist - Tokyo, Japan at EmbodyMe Inc. (Tokyo, Japan)"
sql,talend,apache-spark,elasticsearch,amazon-web-services,"sql,talend,apache-spark,elasticsearch,amazon-web-services","Data engineer / Developpeur data (H/F) at DECATHLON (Croix, France)"
scala,scalability,scala-collections,functional-programming,imperative-programming,"scala,scalability,scala-collections,functional-programming,imperative-programming","Lead Data Engineer - Product at Showtime Networks (New York, NY)"
c++,c,virtual-reality,simd,,"c++,c,virtual-reality,simd,","Lead Software Engineer - Computer Vision (m/f) at Hays plc (Zürich, Schweiz)"
salesforce,salesforce-lightning,apex-code,visualforce,soql,"salesforce,salesforce-lightning,apex-code,visualforce,soql","Salesforce Engineer (1+ years of Force experience) at a mediocre corporation (Carrollton, TX) (allows remote)"
java,spark,hive,sql,,"java,spark,hive,sql,","   at Woowa Brothers (Sincheon-dong, South Korea)"
java,spark,hive,sql,,"java,spark,hive,sql,","    at Woowa Brothers (Sincheon-dong, South Korea)"
hadoop,data-warehouse,analytics,business-intelligence,hive,"hadoop,data-warehouse,analytics,business-intelligence,hive","Informationsarchitekt/in Analytics at AXA Schweiz (Winterthur, Switzerland)"
.net,elasticsearch,rest,sql-server,entity-framework,".net,elasticsearch,rest,sql-server,entity-framework",".NET Developer at Suzy (New York, NY)"
elixir,ruby-on-rails,microservices,machine-learning,event-sourcing,"elixir,ruby-on-rails,microservices,machine-learning,event-sourcing",Backend Engineer - Money (Elixir) at Heetch () (allows remote)
apex,lightning,salesforce,crm,c#,"apex,lightning,salesforce,crm,c#","Salesforce Developer at Quicken Loans (Detroit, MI)"
deep-learning,machine-learning,artificial-intelligence,neural-network,,"deep-learning,machine-learning,artificial-intelligence,neural-network,","Data Scientist at Quicken Loans (Detroit, MI)"
database,sql,hadoop,python,nosql,"database,sql,hadoop,python,nosql","(Sydney) Data Engineer at Oliver Wyman Labs (Sydney, Australia)"
sas,business-objects,r,sql,,"sas,business-objects,r,sql,","DWH Analyst/in at Santander Consumer Bank GmbH (Wien, Österreich)"
java,aws,elasticsearch,linux,windows,"java,aws,elasticsearch,linux,windows","Full-Stack w/ Web Services & Elk at Ridgeline International, Inc. (McLean, VA)"
apache-spark,spark,,,,"apache-spark,spark,,,",Senior Software Engineer (Spark) - RegTech at KPMG Luxembourg (Luxembourg)
user-interface,machine-learning,cloud,data-analysis,artificial-intelligence,"user-interface,machine-learning,cloud,data-analysis,artificial-intelligence","Junior Consultant Data & Technology (w/m) im MHP JumpStart Programm at MHP - A Porsche Company (Ludwigsburg, Deutschland)"
delphi,firebird,sql,oop,multithreading,"delphi,firebird,sql,oop,multithreading","Windows Desktop Developer für Data-Warehouse- & Business-Process-Software (m/w) at HKS Informatik GmbH (Moers, Deutschland)"
python,java,hadoop,,,"python,java,hadoop,,","Pythn at Skimlinks (Pozna, Poland)"
php,mysql,olap,google-analytics,tableau,"php,mysql,olap,google-analytics,tableau","Data Scientist / BI Developer (m/f) at A&O HOTELS and HOSTELS Holding AG (Berlin, Deutschland)"
scala,r,java,python,apache-spark,"scala,r,java,python,apache-spark","Data Engineer - Data Platform (M/F/X) at FlixBus (Berlin, Germany)"
tcp,udp,php,python,hadoop,"tcp,udp,php,python,hadoop","Machine Learning Engineer - Working in Japan at LINE Corporation (Fukuoka, Japan)"
machine-learning,go,javascript,python,scala,"machine-learning,go,javascript,python,scala","Software Engineer (Machine Learning and A.I) at IQVIA, The Human Data Science Company (London, UK)"
r,machine-learning,python,deep-learning,dynamic,"r,machine-learning,python,deep-learning,dynamic","Senior Data Scientist - Dynamic Pricing (M/F/X) at FlixBus (Berlin, Germany)"
r,python,machine-learning,data-science,sql,"r,python,machine-learning,data-science,sql","Principal Data Scientist - Dynamic Pricing (M/F/X) at FlixBus (Berlin, Germany)"
azure-eventhub,azure-stream-analytics,machine-learning,scala,apache-spark,"azure-eventhub,azure-stream-analytics,machine-learning,scala,apache-spark","Data Engineer at ZynBit (Raleigh, NC)"
apex,salesforce,visualforce,salesforce-lightning,,"apex,salesforce,visualforce,salesforce-lightning,","WANTED: (JUNIOR) SALESFORCE DEVELOPER for our comparison portal at Verivox GmbH (Heidelberg, Germany)"
python,c++,tensorflow,machine-learning,computer-vision,"python,c++,tensorflow,machine-learning,computer-vision","Obstacle Recognition, Localization and Tracking Engineer at DOT Technology Corp. (Regina, SK, Canada)"
hadoop,amazon-web-services,apache-spark,hive,etl,"hadoop,amazon-web-services,apache-spark,hive,etl","Big Data Engineer in E-commerce at YOOX NET-A-PORTER GROUP (Bologna, Italy)"
machine-learning,r,python,matlab,sas,"machine-learning,r,python,matlab,sas","Senior Data Scientist (Credit Risk Modelling) at Friendly Score (London, UK)"
java,kotlin,elasticsearch,graphql,git,"java,kotlin,elasticsearch,graphql,git","Senior Full-Stack Java/Kotlin Developer at reDock (Montreal, QC, Canada)"
python,apache-spark,postgresql,tensorflow,elasticsearch,"python,apache-spark,postgresql,tensorflow,elasticsearch","Senior Data Engineer at Duedil (London, UK)"
ruby-on-rails,postgresql,python,amazon-s3,hive,"ruby-on-rails,postgresql,python,amazon-s3,hive","Data Engineer at HomeLight (San Francisco, CA)"
python,flask,celery,postgresql,elasticsearch,"python,flask,celery,postgresql,elasticsearch","Senior Software Engineer (Python) at EclecticIQ (Amsterdam, Netherlands)"
react,ruby,ruby-on-rails,elasticsearch,docker,"react,ruby,ruby-on-rails,elasticsearch,docker","(Senior) Software Engineer (m/f/d) - Ruby on Rails at XING SE (Munich, Germany)"
machine-learning,hadoop,java,deep-learning,,"machine-learning,hadoop,java,deep-learning,","Senior Software Engineer, Machine Learning at SmartNews (San Francisco, CA)"
java,kotlin,javascript,clojure,go,"java,kotlin,javascript,clojure,go","Hackers wanted - Looking for Developers (m/f) and Machine Learning Experts (m/f) at freiheit.com technologies gmbh (Lissabon, Portugal)"
elasticsearch,talend,hadoop,google-bigquery,angular,"elasticsearch,talend,hadoop,google-bigquery,angular","Big Data Engineer (m/w) at Conrad Electronic SE (Hirschau, Deutschland)"
sql,sql-server,ssis,,,"sql,sql-server,ssis,,","Data Engineer at Angie's List (Indianapolis, IN)"
android,reverse-engineering,code-analysis,java,security,"android,reverse-engineering,code-analysis,java,security","Android Developer / Reverse Engineer at Data Theorem, Inc. (Palo Alto, CA)"
amazon-web-services,nosql,sql,amazon-dynamodb,mongodb,"amazon-web-services,nosql,sql,amazon-dynamodb,mongodb","Data Professional & Cloud Enthusiast at Ai-Media (North Sydney, Australia)"
c++,agile,automotive,algorithm,cloud,"c++,agile,automotive,algorithm,cloud","Research Engineer at TomTom (Amsterdam, Netherlands)"
amazon-web-services,web-services,lambda,amazon-kinesis,amazon-s3,"amazon-web-services,web-services,lambda,amazon-kinesis,amazon-s3","Senior AWS Data Pipeline Engineer (Amsterdam) at trivago N.V. (Amsterdam, Netherlands)"
sql,atl,aws,python,,"sql,atl,aws,python,","Team Lead Data Engineering for Markets at Zalando SE (Berlin, Germany)"
elasticsearch,ruby,system,,,"elasticsearch,ruby,system,,",Site Reliability Engineer- Europe at Elastic () (allows remote)
r,machine-learning,python,java,c++,"r,machine-learning,python,java,c++","Lead Data Scientist at BCG Digital Ventures (Sydney, Australia)"
amazon-web-services,machine-learning,agile,,,"amazon-web-services,machine-learning,agile,,","Principal Cloud Platform Engineer at Comcast (Philadelphia, PA)"
ruby-on-rails,postgresql,amazon-web-services,reactjs,elasticsearch,"ruby-on-rails,postgresql,amazon-web-services,reactjs,elasticsearch","Full-Stack Engineer who Like to be Challenged at RootsRated Media (Atlanta, GA)"
elasticsearch,ruby-on-rails,python,,,"elasticsearch,ruby-on-rails,python,,",Search-Site Reliability Engineer at Elastic () (allows remote)
python,google-cloud-platform,automation,security,web-services,"python,google-cloud-platform,automation,security,web-services","Python Backend / Automation Engineer at Data Theorem, Inc. (Paris, France)"
